"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"979",4162,2018-01-07,17,18,8,8.29,30.57,3,"female","empl","par-time","single"
"980",23096,2018-02-06,24,24,18,6,49,2,"male","empl","par-time","single"
"981",61473,2018-04-09,23,23,10,7.29,29.05,4,"female","empl","par-time","married"
"982",53027,2018-03-26,24,22,12,7.14,28.25,5,"female","empl","par-time","married"
"983",23611,2018-02-07,25,17,16,7.29,52.75,5,"male","unempl","full-time","single"
"984",28119,2018-02-14,18,18,18,6.86,59.11,3,"male","unempl","full-time","single"
"985",65492,2018-04-15,23,15,18,7.29,58.21,2,"male","unempl","full-time","single"
"986",55529,2018-03-30,23,20,15,7,48.17,2,"male","empl","par-time","single"
"987",43789,2018-03-11,26,21,21,6,60.59,1,"male","unempl","full-time","divorced"
"988",54995,2018-03-29,21,18,6,8.57,24.03,5,"female","empl","par-time","single"
"989",32722,2018-02-22,25,19,12,7.57,42.76,1,"female","empl","par-time","single"
"990",20121,2018-02-02,21,18,15,7.29,56.21,4,"male","unempl","full-time","single"
"991",83638,2018-05-14,22,20,19,6.43,56.57,1,"male","unempl","full-time","single"
"992",63631,2018-04-12,29,16,2,9.43,22.08,1,"female","empl","par-time","married"
"993",31252,2018-02-19,28,23,25,5.14,72.03,1,"male","unempl","full-time","divorced"
"994",31257,2018-02-19,24,23,6,7.86,19.23,2,"female","unempl","par-time","married"
"995",49464,2018-03-20,27,20,19,6.43,58.61,5,"male","unempl","full-time","divorced"
"996",8332,2018-01-14,34,20,12,7.43,35.58,5,"female","empl","par-time","divorced"
"997",34151,2018-02-24,21,18,19,6.71,62.49,1,"male","unempl","full-time","single"
"998",9203,2018-01-15,25,17,20,6.71,66.09,3,"male","unempl","full-time","single"
"999",71720,2018-04-25,20,23,21,5.71,67.16,1,"male","unempl","full-time","single"
"1000",38253,2018-03-03,20,22,15,6.71,42.07,2,"male","empl","par-time","single"
"1001",55579,2018-03-30,22,16,13,7.86,53.51,4,"female","unempl","par-time","single"
"1002",68993,2018-04-21,24,14,18,7.43,61.99,1,"male","unempl","full-time","single"
"1003",32908,2018-02-22,25,18,19,6.71,67.81,5,"male","unempl","full-time","single"
"1004",25515,2018-02-10,22,21,10,7.57,42.15,4,"female","empl","par-time","single"
"1005",22977,2018-02-06,20,14,12,8.29,55.56,5,"female","unempl","par-time","single"
"1006",24494,2018-02-09,23,23,13,6.86,43.91,4,"female","empl","par-time","single"
"1007",20993,2018-02-03,27,23,20,5.86,57.87,3,"male","unempl","full-time","divorced"
"1008",95458,2018-06-02,27,23,26,5,71.48,2,"male","unempl","full-time","divorced"
"1009",54420,2018-03-28,25,16,10,8.29,38.12,3,"female","empl","par-time","single"
"1010",6682,2018-01-11,21,24,8,7.43,26.6,4,"female","empl","par-time","single"
"1011",16756,2018-01-27,23,20,20,6.29,61.63,3,"male","unempl","full-time","single"
"1012",14278,2018-01-23,21,17,11,8,36.37,3,"female","empl","par-time","single"
"1013",32008,2018-02-21,23,24,6,7.71,13.38,4,"female","unempl","par-time","married"
"1014",52644,2018-03-26,17,18,14,7.43,52.45,2,"female","unempl","full-time","single"
"1015",13325,2018-01-22,20,21,12,7.29,44.78,1,"female","empl","par-time","single"
"1016",59104,2018-04-05,18,20,11,7.57,33.87,2,"female","empl","par-time","single"
"1017",6448,2018-01-11,23,23,22,5.57,62.78,2,"male","unempl","full-time","single"
"1018",17231,2018-01-28,26,18,16,7.14,57.63,4,"male","unempl","full-time","divorced"
"1019",32010,2018-02-21,22,24,17,6.14,67.41,3,"male","unempl","full-time","single"
"1020",98168,2018-06-06,29,25,2,8.14,10.15,4,"female","unempl","par-time","married"
"1021",98604,2018-06-07,22,16,15,7.57,58.64,3,"male","unempl","full-time","single"
"1022",33180,2018-02-22,25,19,12,7.57,47.54,3,"female","empl","par-time","single"
"1023",8768,2018-01-14,19,22,20,6,57.85,3,"male","unempl","full-time","single"
"1024",30043,2018-02-17,22,24,7,7.57,20.1,5,"female","empl","par-time","single"
"1025",58291,2018-04-04,22,24,16,6.29,57.53,3,"male","unempl","full-time","single"
"1026",79055,2018-05-07,34,20,15,7,46.58,3,"male","empl","par-time","divorced"
"1027",59572,2018-04-06,19,16,16,7.43,50.85,5,"male","unempl","full-time","single"
"1028",54576,2018-03-29,29,23,17,6.29,51.29,4,"male","unempl","full-time","divorced"
"1029",72846,2018-04-27,27,20,9,7.86,30.35,3,"female","empl","par-time","married"
"1030",46933,2018-03-16,20,25,15,6.29,47.15,4,"male","empl","par-time","single"
"1031",22075,2018-02-05,17,22,16,6.57,50.95,5,"male","unempl","full-time","single"
"1032",95814,2018-06-02,23,26,18,5.71,38.32,3,"male","empl","par-time","single"
"1033",1557,2018-01-03,24,19,12,7.57,53.11,4,"female","unempl","par-time","single"
"1034",67979,2018-04-19,24,18,18,6.86,56.36,1,"male","unempl","full-time","single"
"1035",75571,2018-05-01,26,19,13,7.43,43.22,4,"female","empl","par-time","divorced"
"1036",95306,2018-06-02,27,20,14,7.14,41.49,4,"female","empl","par-time","divorced"
"1037",55219,2018-03-30,23,23,23,5.43,73.26,5,"male","unempl","full-time","single"
"1038",67026,2018-04-18,23,18,21,6.43,69.68,3,"male","unempl","full-time","single"
"1039",93564,2018-05-30,24,23,17,6.29,44.51,1,"male","empl","par-time","single"
"1040",21173,2018-02-03,24,19,20,6.43,74.53,2,"male","unempl","full-time","single"
"1041",44066,2018-03-12,19,23,28,4.71,79.59,1,"male","unempl","full-time","single"
"1042",27098,2018-02-13,28,20,12,7.43,32.35,2,"female","empl","par-time","married"
"1043",11894,2018-01-19,27,23,17,6.29,50.37,5,"male","unempl","full-time","divorced"
"1044",21209,2018-02-03,25,20,12,7.43,39.27,2,"female","empl","par-time","single"
"1045",85651,2018-05-17,23,28,11,6.43,20.23,1,"female","empl","par-time","married"
"1046",24938,2018-02-09,17,21,13,7.14,45.46,3,"female","empl","par-time","single"
"1047",26316,2018-02-12,28,18,16,7.14,48.54,4,"male","empl","par-time","divorced"
"1048",32746,2018-02-22,22,25,17,6,53.03,3,"male","unempl","full-time","single"
"1049",95652,2018-06-02,18,22,14,6.86,41.57,1,"female","empl","par-time","single"
"1050",93797,2018-05-30,26,23,12,7,40.29,2,"female","empl","par-time","divorced"
"1051",18516,2018-01-30,29,24,15,6.43,40.91,1,"male","empl","par-time","divorced"
"1052",72656,2018-04-27,23,21,20,6.14,65.14,2,"male","unempl","full-time","single"
"1053",59758,2018-04-06,22,15,21,6.86,74.34,4,"male","unempl","full-time","single"
"1054",84525,2018-05-15,24,26,18,5.71,40.39,5,"male","empl","par-time","single"
"1055",66873,2018-04-17,25,21,6,8.14,17.97,2,"female","unempl","par-time","married"
"1056",79486,2018-05-07,17,16,13,7.86,51.39,3,"female","unempl","par-time","single"
"1057",88254,2018-05-21,22,16,6,8.86,30.12,1,"female","empl","par-time","single"
"1058",48011,2018-03-18,19,21,15,6.86,50.29,5,"male","unempl","full-time","single"
"1059",2118,2018-01-04,31,16,6,8.86,30.92,5,"female","empl","par-time","married"
"1060",98068,2018-06-06,21,18,12,7.71,42.3,3,"female","empl","par-time","single"
"1061",16777,2018-01-27,24,13,6,9.29,31.9,3,"female","empl","par-time","married"
"1062",12100,2018-01-20,20,22,15,6.71,42.02,4,"male","empl","par-time","single"
"1063",66606,2018-04-17,21,23,8,7.57,23.81,1,"female","empl","par-time","single"
"1064",18196,2018-01-30,22,20,11,7.57,30.48,5,"female","empl","par-time","single"
"1065",91538,2018-05-27,20,21,9,7.71,35.2,2,"female","empl","par-time","single"
"1066",68795,2018-04-20,20,27,15,6,32.73,5,"male","empl","par-time","single"
"1067",80821,2018-05-10,26,19,18,6.71,56.9,5,"male","unempl","full-time","divorced"
"1068",43920,2018-03-12,28,20,13,7.29,50.59,5,"female","unempl","par-time","divorced"
"1069",85436,2018-05-17,17,19,22,6.14,77.61,4,"male","unempl","full-time","single"
"1070",52198,2018-03-25,23,19,13,7.43,42.72,5,"female","empl","par-time","single"
"1071",38710,2018-03-03,17,20,17,6.71,57.4,1,"male","unempl","full-time","single"
"1072",72117,2018-04-26,28,21,10,7.57,32.42,4,"female","empl","par-time","married"
"1073",19391,2018-01-31,28,19,13,7.43,50.8,4,"female","unempl","par-time","divorced"
"1074",4320,2018-01-07,25,25,6,7.57,17.27,5,"female","unempl","par-time","married"
"1075",17580,2018-01-29,24,16,14,7.71,52.04,2,"female","unempl","full-time","single"
"1076",89147,2018-05-23,25,19,28,5.29,87.87,3,"male","unempl","full-time","single"
"1077",71509,2018-04-25,17,26,10,6.86,24.4,2,"female","empl","par-time","single"
"1078",7656,2018-01-13,19,25,22,5.29,61.42,3,"male","unempl","full-time","single"
"1079",98299,2018-06-07,18,17,21,6.57,70.88,1,"male","unempl","full-time","single"
"1080",40678,2018-03-06,29,22,11,7.29,29.4,4,"female","empl","par-time","married"
"1081",59048,2018-04-05,22,26,8,7.14,25.24,2,"female","empl","par-time","single"
"1082",22647,2018-02-06,24,21,15,6.86,48.38,5,"male","empl","par-time","single"
"1083",83732,2018-05-14,17,24,16,6.29,46.65,4,"male","empl","par-time","single"
"1084",36071,2018-02-27,25,18,17,7,52.63,5,"male","unempl","full-time","single"
"1085",67848,2018-04-19,22,19,18,6.71,65.79,5,"male","unempl","full-time","single"
"1086",77666,2018-05-05,27,23,20,5.86,61.54,4,"male","unempl","full-time","divorced"
"1087",30840,2018-02-19,27,26,14,6.29,26.88,1,"female","empl","par-time","married"
"1088",42955,2018-03-10,26,16,15,7.57,56.09,5,"male","unempl","full-time","divorced"
"1089",45245,2018-03-14,25,25,16,6.14,41.44,1,"male","empl","par-time","single"
"1090",88775,2018-05-22,26,23,16,6.43,40.23,1,"male","empl","par-time","divorced"
"1091",10229,2018-01-17,32,21,10,7.57,28.5,1,"female","empl","par-time","married"
"1092",43255,2018-03-11,19,19,22,6.14,72.6,5,"male","unempl","full-time","single"
"1093",86718,2018-05-19,18,19,19,6.57,63.06,3,"male","unempl","full-time","single"
"1094",32295,2018-02-21,22,21,17,6.57,57.13,3,"male","unempl","full-time","single"
"1095",21866,2018-02-04,26,22,15,6.71,55.61,2,"male","unempl","full-time","divorced"
"1096",71352,2018-04-24,26,19,8,8.14,40.87,3,"female","empl","par-time","divorced"
"1097",10265,2018-01-17,19,23,21,5.71,62.14,5,"male","unempl","full-time","single"
"1098",65033,2018-04-14,22,22,14,6.86,40.73,4,"female","empl","par-time","single"
"1099",88766,2018-05-22,24,22,8,7.71,29.22,2,"female","empl","par-time","married"
"1100",93644,2018-05-30,23,19,18,6.71,63.74,4,"male","unempl","full-time","single"
"1101",62781,2018-04-11,18,16,22,6.57,79.46,2,"male","unempl","full-time","single"
"1102",29489,2018-02-17,21,26,15,6.14,36.22,2,"male","empl","par-time","single"
"1103",6608,2018-01-11,21,17,14,7.57,58.92,4,"female","unempl","full-time","single"
"1104",2488,2018-01-04,26,18,16,7.14,52.31,2,"male","unempl","full-time","divorced"
"1105",96743,2018-06-04,19,17,18,7,61.16,1,"male","unempl","full-time","single"
"1106",10884,2018-01-18,20,14,8,8.86,42,2,"female","empl","par-time","single"
"1107",73657,2018-04-28,16,17,14,7.57,58.97,3,"female","unempl","full-time","single"
"1108",90706,2018-05-25,24,21,4,8.43,12.99,3,"female","unempl","par-time","married"
"1109",17295,2018-01-28,29,22,10,7.43,30.01,2,"female","empl","par-time","married"
"1110",84726,2018-05-16,27,23,25,5.14,68.39,2,"male","unempl","full-time","divorced"
"1111",74833,2018-04-30,23,18,13,7.57,46.23,2,"female","empl","par-time","single"
"1112",43932,2018-03-12,19,21,16,6.71,47.26,5,"male","empl","par-time","single"
"1113",29614,2018-02-17,20,21,12,7.29,42.06,3,"female","empl","par-time","single"
"1114",52128,2018-03-25,20,24,13,6.71,47.55,3,"female","empl","par-time","single"
"1115",82310,2018-05-12,25,19,14,7.29,44.86,5,"female","empl","par-time","single"
"1116",62522,2018-04-10,22,15,11,8.29,47.78,5,"female","empl","par-time","single"
"1117",4837,2018-01-08,25,22,11,7.29,40.05,3,"female","empl","par-time","single"
"1118",81509,2018-05-11,18,23,19,6,53.52,1,"male","unempl","full-time","single"
"1119",59146,2018-04-05,20,17,21,6.57,65.79,1,"male","unempl","full-time","single"
"1120",43641,2018-03-11,22,18,4,8.86,24.38,4,"female","empl","par-time","single"
"1121",93143,2018-05-29,19,24,7,7.57,21.77,4,"female","empl","par-time","single"
"1122",81737,2018-05-11,24,18,15,7.29,55.21,2,"male","unempl","full-time","single"
"1123",2301,2018-01-04,27,24,8,7.43,26.44,5,"female","empl","par-time","married"
"1124",31556,2018-02-20,24,20,22,6,72.98,3,"male","unempl","full-time","single"
"1125",66659,2018-04-17,24,19,21,6.29,68.87,1,"male","unempl","full-time","single"
"1126",78353,2018-05-06,28,19,18,6.71,59.66,5,"male","unempl","full-time","divorced"
"1127",35426,2018-02-26,23,17,16,7.29,54.3,1,"male","unempl","full-time","single"
"1128",71924,2018-04-25,29,23,17,6.29,48.04,3,"male","empl","par-time","divorced"
"1129",29427,2018-02-17,26,19,8,8.14,37.15,5,"female","empl","par-time","divorced"
"1130",17512,2018-01-28,26,19,10,7.86,44.65,5,"female","empl","par-time","divorced"
"1131",83223,2018-05-13,24,23,9,7.43,21.57,4,"female","empl","par-time","married"
"1132",97452,2018-06-05,22,20,22,6,62.24,2,"male","unempl","full-time","single"
"1133",1802,2018-01-03,21,22,14,6.86,38.8,4,"female","empl","par-time","single"
"1134",90348,2018-05-25,26,21,16,6.71,52.71,5,"male","unempl","full-time","divorced"
"1135",9477,2018-01-16,27,16,7,8.71,25.03,1,"female","empl","par-time","married"
"1136",82021,2018-05-12,28,19,18,6.71,58.41,1,"male","unempl","full-time","divorced"
"1137",93537,2018-05-30,19,20,13,7.29,49.44,2,"female","empl","par-time","single"
"1138",35112,2018-02-26,29,17,19,6.86,68.47,2,"male","unempl","full-time","divorced"
"1139",97874,2018-06-06,23,18,20,6.57,68.28,2,"male","unempl","full-time","single"
"1140",46399,2018-03-16,20,21,19,6.29,60.11,1,"male","unempl","full-time","single"
"1141",49523,2018-03-21,22,25,17,6,48.32,4,"male","empl","par-time","single"
"1142",61775,2018-04-09,24,18,19,6.71,67.08,4,"male","unempl","full-time","single"
"1143",94603,2018-06-01,19,17,26,5.86,85.78,2,"male","unempl","full-time","single"
"1144",26113,2018-02-11,25,22,10,7.43,34.29,3,"female","empl","par-time","married"
"1145",30988,2018-02-19,23,18,9,8.14,35.66,2,"female","empl","par-time","single"
"1146",1933,2018-01-04,23,18,14,7.43,52.95,3,"female","unempl","full-time","single"
"1147",66341,2018-04-17,22,23,19,6,61.36,1,"male","unempl","full-time","single"
"1148",79221,2018-05-07,18,20,18,6.57,55.59,3,"male","unempl","full-time","single"
"1149",53157,2018-03-26,26,22,10,7.43,34.98,2,"female","empl","par-time","married"
"1150",20486,2018-02-02,26,22,14,6.86,36.94,3,"female","empl","par-time","divorced"
"1151",38438,2018-03-03,19,18,16,7.14,61.38,3,"male","unempl","full-time","single"
"1152",61818,2018-04-09,27,18,14,7.43,54.54,5,"female","unempl","full-time","divorced"
"1153",71533,2018-04-25,27,21,8,7.86,26.52,4,"female","empl","par-time","married"
"1154",84378,2018-05-15,18,23,12,7,44.03,5,"female","empl","par-time","single"
"1155",53375,2018-03-27,32,19,13,7.43,46.95,5,"female","empl","par-time","divorced"
"1156",69222,2018-04-21,23,20,19,6.43,62.98,2,"male","unempl","full-time","single"
"1157",97782,2018-06-06,20,22,10,7.43,30.49,1,"female","empl","par-time","single"
"1158",1918,2018-01-04,22,22,11,7.29,33.84,2,"female","empl","par-time","single"
"1159",46976,2018-03-17,18,18,6,8.57,30.94,5,"female","empl","par-time","single"
"1160",17742,2018-01-29,18,23,17,6.29,52.75,4,"male","unempl","full-time","single"
"1161",89114,2018-05-23,30,24,22,5.43,67.3,2,"male","unempl","full-time","divorced"
"1162",12303,2018-01-20,20,21,20,6.14,68.89,2,"male","unempl","full-time","single"
"1163",29851,2018-02-17,21,24,14,6.57,47.21,2,"female","empl","par-time","single"
"1164",42716,2018-03-10,27,15,5,9.14,28.59,2,"female","empl","par-time","married"
"1165",56856,2018-04-01,24,20,11,7.57,38.67,2,"female","empl","par-time","single"
"1166",159,2018-01-01,20,22,11,7.29,35.7,1,"female","empl","par-time","single"
"1167",39595,2018-03-05,21,20,11,7.57,42.98,2,"female","empl","par-time","single"
"1168",19087,2018-01-31,23,23,18,6.14,60.43,3,"male","unempl","full-time","single"
"1169",6633,2018-01-11,21,18,14,7.43,57.85,5,"female","unempl","full-time","single"
"1170",91318,2018-05-26,27,21,18,6.43,55.61,2,"male","unempl","full-time","divorced"
"1171",71713,2018-04-25,21,20,9,7.86,45.04,4,"female","empl","par-time","single"
"1172",96333,2018-06-04,21,22,33,4.14,99.5,5,"male","unempl","full-time","single"
"1173",74574,2018-04-30,23,16,11,8.14,36.92,4,"female","empl","par-time","single"
"1174",86897,2018-05-19,26,24,13,6.71,38.38,3,"female","empl","par-time","divorced"
"1175",30698,2018-02-19,23,21,10,7.57,29.09,3,"female","empl","par-time","married"
"1176",40712,2018-03-07,19,21,16,6.71,44.51,1,"male","empl","par-time","single"
"1177",22709,2018-02-06,24,22,19,6.14,58.64,3,"male","unempl","full-time","single"
"1178",50372,2018-03-22,19,22,16,6.57,52.08,2,"male","unempl","full-time","single"
"1179",27529,2018-02-14,26,15,17,7.43,73.38,5,"male","unempl","full-time","divorced"
"1180",99414,2018-04-10,25,24,21,5.57,52.32,3,"male","unempl","full-time","single"
"1181",75483,2018-05-01,24,24,15,6.43,42.46,4,"male","empl","par-time","single"
"1182",41076,2018-03-07,24,18,6,8.57,24.53,5,"female","empl","par-time","married"
"1183",32325,2018-02-21,21,14,23,6.71,89,5,"male","unempl","full-time","single"
"1184",28589,2018-02-15,16,23,19,6,59.35,5,"male","unempl","full-time","single"
"1185",59061,2018-04-05,24,20,18,6.57,53.62,4,"male","unempl","full-time","single"
"1186",18206,2018-01-30,19,18,16,7.14,54.99,5,"male","unempl","full-time","single"
"1187",49654,2018-03-21,26,24,14,6.57,36.49,4,"female","empl","par-time","divorced"
"1188",40757,2018-03-07,23,18,13,7.57,49.04,1,"female","empl","par-time","single"
"1189",43469,2018-03-11,18,20,19,6.43,54.91,2,"male","unempl","full-time","single"
"1190",69528,2018-04-22,23,27,20,5.29,55.48,5,"male","unempl","full-time","single"
"1191",10221,2018-01-17,19,20,21,6.14,66.1,2,"male","unempl","full-time","single"
"1192",64146,2018-04-13,29,22,10,7.43,27.78,4,"female","empl","par-time","married"
"1193",69934,2018-04-22,24,22,23,5.57,77.17,1,"male","unempl","full-time","single"
"1194",17410,2018-01-28,28,26,14,6.29,34.01,1,"female","empl","par-time","married"
"1195",42064,2018-03-09,28,23,11,7.14,41.98,4,"female","empl","par-time","divorced"
"1196",18154,2018-01-30,21,16,14,7.71,50.81,1,"female","unempl","full-time","single"
"1197",59089,2018-04-05,17,21,16,6.71,44.44,1,"male","empl","par-time","single"
"1198",24779,2018-02-09,21,18,10,8,40.29,3,"female","empl","par-time","single"
"1199",16610,2018-01-27,27,17,17,7.14,59.99,5,"male","unempl","full-time","divorced"
"1200",3895,2018-01-07,23,21,15,6.86,50,3,"male","unempl","full-time","single"
"1201",70569,2018-04-23,30,22,16,6.57,48.3,5,"male","empl","par-time","divorced"
"1202",45001,2018-03-13,19,19,13,7.43,41.74,4,"female","empl","par-time","single"
"1203",36650,2018-02-28,17,18,9,8.14,40.64,3,"female","empl","par-time","single"
"1204",98186,2018-06-07,21,26,19,5.57,49.34,5,"male","empl","par-time","single"
"1205",24752,2018-02-09,20,22,19,6.14,49.35,2,"male","empl","par-time","single"
"1206",22724,2018-02-06,32,15,10,8.43,40.28,5,"female","empl","par-time","divorced"
"1207",2626,2018-01-05,23,23,20,5.86,46.95,1,"male","unempl","full-time","single"
"1208",98163,2018-06-06,17,20,20,6.29,76.61,3,"male","unempl","full-time","single"
"1209",37472,2018-03-01,25,18,9,8.14,32.38,3,"female","empl","par-time","married"
"1210",48975,2018-03-20,20,20,26,5.43,79.75,3,"male","unempl","full-time","single"
"1211",1232,2018-01-02,18,18,16,7.14,50.31,4,"male","unempl","full-time","single"
"1212",87428,2018-05-20,27,19,12,7.57,43.82,5,"female","empl","par-time","divorced"
"1213",34149,2018-02-24,29,22,14,6.86,33.12,1,"female","empl","par-time","married"
"1214",13962,2018-01-23,16,20,9,7.86,40.03,2,"female","empl","par-time","single"
"1215",59362,2018-04-05,22,19,8,8.14,33.58,1,"female","empl","par-time","single"
"1216",59454,2018-04-06,22,18,24,6,85.82,3,"male","unempl","full-time","single"
"1217",99477,2018-03-23,27,17,12,7.86,41.41,5,"female","empl","par-time","divorced"
"1218",20568,2018-02-02,24,15,12,8.14,42.92,5,"female","empl","par-time","single"
"1219",12685,2018-01-21,20,17,20,6.71,74.46,2,"male","unempl","full-time","single"
"1220",51675,2018-03-24,25,19,16,7,51.5,5,"male","unempl","full-time","single"
"1221",82572,2018-05-13,25,18,12,7.71,46.23,5,"female","empl","par-time","single"
"1222",69122,2018-04-21,29,18,12,7.71,44.07,4,"female","empl","par-time","divorced"
"1223",84973,2018-05-16,25,19,14,7.29,43.9,1,"female","empl","par-time","single"
"1224",21483,2018-02-04,25,19,12,7.57,37.92,3,"female","empl","par-time","single"
"1225",55253,2018-03-30,26,23,20,5.86,51.43,5,"male","unempl","full-time","divorced"
"1226",29373,2018-02-16,23,26,12,6.57,32.64,4,"female","empl","par-time","married"
"1227",65718,2018-04-16,23,22,12,7.14,40.63,4,"female","empl","par-time","single"
"1228",68998,2018-04-21,21,17,15,7.43,56.89,5,"male","unempl","full-time","single"
"1229",85976,2018-05-18,30,20,19,6.43,62.29,5,"male","unempl","full-time","divorced"
"1230",16289,2018-01-27,20,16,14,7.71,51.62,1,"female","unempl","full-time","single"
"1231",44422,2018-03-13,24,16,10,8.29,38.83,2,"female","empl","par-time","single"
"1232",34703,2018-02-25,24,23,16,6.43,46.7,4,"male","empl","par-time","single"
"1233",19153,2018-01-31,29,21,10,7.57,35.78,4,"female","empl","par-time","divorced"
"1234",1556,2018-01-03,22,16,19,7,65.24,4,"male","unempl","full-time","single"
"1235",39819,2018-03-05,20,17,18,7,69.7,1,"male","unempl","full-time","single"
"1236",24389,2018-02-09,19,22,17,6.43,53.35,1,"male","unempl","full-time","single"
"1237",40832,2018-03-07,20,19,16,7,60.06,2,"male","unempl","full-time","single"
"1238",16312,2018-01-27,22,24,12,6.86,37.93,5,"female","empl","par-time","single"
"1239",75651,2018-05-02,21,15,7,8.86,36.9,3,"female","empl","par-time","single"
"1240",61356,2018-04-09,24,16,16,7.43,59.16,3,"male","unempl","full-time","single"
"1241",77702,2018-05-05,18,23,11,7.14,30.83,5,"female","empl","par-time","single"
"1242",87579,2018-05-21,22,16,19,7,71.05,5,"male","unempl","full-time","single"
"1243",14847,2018-01-24,21,22,14,6.86,44.82,4,"female","empl","par-time","single"
"1244",10161,2018-01-17,23,21,9,7.71,23.17,5,"female","empl","par-time","married"
"1245",19817,2018-02-01,20,21,15,6.86,53.04,1,"male","unempl","full-time","single"
"1246",78378,2018-05-06,28,19,10,7.86,34.45,1,"female","empl","par-time","married"
"1247",84510,2018-05-16,30,23,23,5.43,72.36,2,"male","unempl","full-time","divorced"
"1248",86103,2018-05-18,27,13,16,7.86,67.29,5,"male","unempl","full-time","divorced"
"1249",9984,2018-01-16,18,21,21,6,72.23,2,"male","unempl","full-time","single"
"1250",13157,2018-01-22,22,26,21,5.29,63.53,4,"male","unempl","full-time","single"
"1251",25405,2018-02-10,17,18,13,7.57,45.18,3,"female","empl","par-time","single"
"1252",41231,2018-03-07,20,23,8,7.57,17.78,5,"female","unempl","par-time","single"
"1253",50995,2018-03-23,18,20,13,7.29,42.06,2,"female","empl","par-time","single"
"1254",30917,2018-02-19,26,20,20,6.29,64.69,5,"male","unempl","full-time","divorced"
"1255",80740,2018-05-10,25,21,15,6.86,40.47,3,"male","empl","par-time","single"
"1256",75618,2018-05-01,18,14,23,6.71,77.84,3,"male","unempl","full-time","single"
"1257",46408,2018-03-16,20,14,11,8.43,46.21,2,"female","empl","par-time","single"
"1258",22089,2018-02-05,24,18,8,8.29,31.19,2,"female","empl","par-time","married"
"1259",61562,2018-04-09,28,25,13,6.57,34.98,1,"female","empl","par-time","married"
"1260",57608,2018-04-03,21,21,11,7.43,38.21,3,"female","empl","par-time","single"
"1261",53946,2018-03-28,20,20,26,5.43,73.08,3,"male","unempl","full-time","single"
"1262",35493,2018-02-26,24,22,15,6.71,50.45,4,"male","unempl","full-time","single"
"1263",78270,2018-05-06,25,17,8,8.43,39.31,2,"female","empl","par-time","single"
"1264",79810,2018-05-08,24,20,18,6.57,57.6,5,"male","unempl","full-time","single"
"1265",34840,2018-02-25,20,20,11,7.57,41.88,3,"female","empl","par-time","single"
"1266",31057,2018-02-19,25,18,6,8.57,27.02,2,"female","empl","par-time","married"
"1267",65212,2018-04-15,28,28,9,6.71,19.99,2,"female","unempl","par-time","married"
"1268",83209,2018-05-14,21,22,20,6,57.4,1,"male","unempl","full-time","single"
"1269",4694,2018-01-08,32,24,22,5.43,57.1,1,"male","unempl","full-time","divorced"
"1270",40600,2018-03-06,27,24,6,7.71,21.68,2,"female","empl","par-time","married"
"1271",51354,2018-03-24,16,23,14,6.71,47.26,5,"female","empl","par-time","single"
"1272",77147,2018-05-04,27,21,14,7,49.93,3,"female","empl","par-time","divorced"
"1273",61996,2018-04-10,22,22,20,6,63.34,3,"male","unempl","full-time","single"
"1274",50937,2018-03-23,26,18,16,7.14,47.92,2,"male","empl","par-time","divorced"
"1275",55945,2018-03-31,21,22,11,7.29,31.77,4,"female","empl","par-time","single"
"1276",88381,2018-05-22,23,21,17,6.57,57.66,2,"male","unempl","full-time","single"
"1277",56997,2018-04-02,25,19,17,6.86,64.72,3,"male","unempl","full-time","single"
"1278",77177,2018-05-04,20,18,23,6.14,78.92,3,"male","unempl","full-time","single"
"1279",53690,2018-03-27,17,20,18,6.57,53.05,1,"male","unempl","full-time","single"
"1280",18926,2018-01-31,21,18,5,8.71,19.87,3,"female","unempl","par-time","single"
"1281",74041,2018-04-29,21,18,18,6.86,65.45,1,"male","unempl","full-time","single"
"1282",58506,2018-04-04,22,16,19,7,70.23,2,"male","unempl","full-time","single"
"1283",568,2018-01-01,28,24,15,6.43,38.96,3,"male","empl","par-time","divorced"
"1284",75500,2018-05-01,32,21,15,6.86,46.65,2,"male","empl","par-time","divorced"
"1285",52166,2018-03-25,23,21,12,7.29,32.05,1,"female","empl","par-time","married"
"1286",72366,2018-04-26,18,22,24,5.43,71.81,5,"male","unempl","full-time","single"
"1287",64694,2018-04-14,25,19,11,7.71,38.75,1,"female","empl","par-time","single"
"1288",43441,2018-03-11,24,16,16,7.43,68.54,5,"male","unempl","full-time","single"
"1289",35485,2018-02-26,19,21,16,6.71,67.7,2,"male","unempl","full-time","single"
"1290",16560,2018-01-27,24,25,23,5.14,68.88,3,"male","unempl","full-time","single"
"1291",79874,2018-05-08,24,24,14,6.57,50.65,4,"female","unempl","full-time","single"
"1292",99284,2018-02-22,27,20,11,7.57,43.2,5,"female","empl","par-time","divorced"
"1293",85240,2018-05-17,28,19,10,7.86,40.69,2,"female","empl","par-time","divorced"
"1294",53669,2018-03-27,22,23,12,7,30.69,1,"female","empl","par-time","single"
"1295",6378,2018-01-11,30,17,14,7.57,51.32,4,"female","unempl","full-time","divorced"
"1296",81301,2018-05-11,23,20,13,7.29,35.73,4,"female","empl","par-time","single"
"1297",55961,2018-03-31,26,18,16,7.14,45.44,2,"male","empl","par-time","divorced"
"1298",35159,2018-02-26,18,23,9,7.43,31.46,3,"female","empl","par-time","single"
