"","id_num","date","awards","math","physics","hpw","gender","imp","school+prog"
"681",6350,2019-01-03,5,30.5,37.5,6.15384615384615,"male",3,"Public/0"
"682",33254,2019-01-12,5,34.5,28.1666666666667,6.92307692307692,"male",3,"Public/0"
"693",81745,2019-01-28,5,32,34.8333333333333,5.38461538461539,"male",4,"Public/2"
"697",77155,2019-01-27,5,34,31.6666666666667,5.38461538461539,"male",4,"Public/1"
"703",18418,2019-01-07,5,33.5,36.5,5.38461538461539,"male",4,"Public/2"
"714",94582,2019-02-02,5,34,39.1666666666667,5.38461538461539,"male",4,"Public/0"
"720",68595,2019-01-24,5,27.5,28.5,6.15384615384615,"male",4,"Public/1"
"726",90659,2019-02-01,5,27,29.6666666666667,5.38461538461539,"male",4,"Public/2"
"731",57181,2019-01-20,5,34.5,29.5,5,"male",4,"Public/2"
"733",54307,2019-01-19,5,30.5,30.3333333333333,3.84615384615385,"male",3,"Public/0"
"738",44563,2019-01-16,5,32,34.3333333333333,8.46153846153846,"male",3,"Public/1"
"748",35087,2019-01-13,5,32.5,27.5,5.76923076923077,"male",4,"Public/2"
"761",64725,2019-01-23,5,34.5,26.5,5.38461538461539,"male",4,"Public/1"
"768",69798,2019-01-24,5,32,38,2.30769230769231,"male",3,"Public/0"
"772",8047,2019-01-03,5,30.5,33.3333333333333,5.76923076923077,"male",3,"Public/1"
"778",7526,2019-01-03,5,28,46.8333333333333,5.76923076923077,"male",3,"Public/1"
"783",93876,2019-02-02,5,31,35,6.53846153846154,"male",4,"Public/2"
"799",90663,2019-02-01,5,24,35.6666666666667,6.53846153846154,"male",3,"Private/0"
"804",30916,2019-01-11,5,35,23.8333333333333,6.53846153846154,"male",3,"Public/1"
"823",42212,2019-01-15,5,33.5,43.6666666666667,4.61538461538461,"male",3,"Public/0"
"824",53235,2019-01-19,5,34,27.6666666666667,4.61538461538461,"male",4,"Public/1"
"830",260,2019-01-01,5,34.5,40.8333333333333,8.46153846153846,"male",4,"Public/2"
"833",81780,2019-01-29,5,32,35.1666666666667,5,"male",3,"Public/0"
"834",53099,2019-01-19,5,31.5,33.5,5,"male",3,"Public/0"
"852",45463,2019-01-16,5,27,33.3333333333333,6.15384615384615,"male",3,"Public/0"
"873",9385,2019-01-04,5,16,33.6666666666667,5,"male",3,"Private/3"
"879",50361,2019-01-18,5,32.5,32.6666666666667,5.38461538461539,"male",3,"Public/1"
"886",33817,2019-01-12,5,32.5,32.5,6.92307692307692,"male",3,"Public/1"
"887",66155,2019-01-23,5,32,35.1666666666667,5.76923076923077,"male",4,"Public/0"
"901",31807,2019-01-11,5,34.5,39.8333333333333,5.38461538461539,"male",3,"Public/1"
"902",23385,2019-01-09,5,32.5,30.3333333333333,4.61538461538461,"male",4,"Public/3"
"912",91872,2019-02-01,5,35,29,8.84615384615385,"male",4,"Public/1"
"926",83437,2019-01-29,5,26,32.3333333333333,8.46153846153846,"male",4,"Public/0"
"935",22696,2019-01-08,5,26.5,28.3333333333333,8.07692307692308,"male",4,"Public/2"
"936",76546,2019-01-27,5,23,36.8333333333333,5,"male",3,"Private/0"
"948",56473,2019-01-20,5,25.5,34.3333333333333,8.07692307692308,"male",3,"Public/1"
"950",63986,2019-01-22,5,34.5,40.6666666666667,5,"male",4,"Public/2"
"970",23114,2019-01-08,5,29,33.1666666666667,5,"male",4,"Public/1"
"980",35512,2019-01-13,5,28.5,33.3333333333333,6.92307692307692,"male",4,"Public/0"
"996",87338,2019-01-30,5,31.5,37.3333333333333,4.61538461538461,"male",3,"Public/2"
"1009",55155,2019-01-19,5,26,31.5,3.84615384615385,"male",3,"Public/1"
"1022",51506,2019-01-18,5,33.5,30.5,4.61538461538461,"male",4,"Public/0"
"1024",86004,2019-01-30,5,35,26.1666666666667,2.69230769230769,"male",3,"Public/1"
"1026",44088,2019-01-16,5,28,31,5.76923076923077,"male",4,"Public/1"
"1057",11439,2019-01-04,5,22,18.5,2.30769230769231,"male",4,"Private/2"
"1077",35371,2019-01-13,5,35,31.8333333333333,3.84615384615385,"male",4,"Public/2"
"1086",74342,2019-01-26,5,20.5,34.8333333333333,7.69230769230769,"male",4,"Private/2"
"1096",54962,2019-01-19,5,30,28,3.07692307692308,"male",3,"Public/0"
"1115",97342,2019-02-03,5,27.5,31.8333333333333,5.38461538461539,"male",4,"Public/0"
"1118",5405,2019-01-02,5,27,37.1666666666667,7.30769230769231,"male",4,"Public/0"
"1120",63660,2019-01-22,5,33,28.1666666666667,1.53846153846154,"male",4,"Public/1"
"1122",35733,2019-01-13,5,34.5,41,5.76923076923077,"male",4,"Public/2"
"1124",55110,2019-01-19,5,25.5,34.5,8.46153846153846,"male",3,"Public/0"
"1125",14324,2019-01-05,5,30,32.8333333333333,8.07692307692308,"male",4,"Public/1"
"1139",23891,2019-01-09,5,26,35.8333333333333,7.69230769230769,"male",4,"Public/0"
"1143",31145,2019-01-11,5,32.5,31.6666666666667,10,"male",3,"Public/0"
"1145",33344,2019-01-12,5,32.5,35.8333333333333,3.46153846153846,"male",4,"Public/2"
"1149",29472,2019-01-11,5,24,35.3333333333333,3.84615384615385,"male",3,"Private/1"
"1151",53663,2019-01-19,5,33,28.1666666666667,6.15384615384615,"male",4,"Public/1"
"1171",78619,2019-01-28,5,33,39.3333333333333,3.46153846153846,"male",4,"Public/1"
"1172",85790,2019-01-30,5,26,35.1666666666667,12.6923076923077,"male",4,"Public/3"
"1178",28806,2019-01-10,5,34,25.1666666666667,6.15384615384615,"male",4,"Public/0"
"1191",32580,2019-01-12,5,27,31.1666666666667,8.07692307692308,"male",4,"Public/1"
"1197",4146,2019-01-02,5,32,37,6.15384615384615,"male",4,"Public/0"
"1198",52380,2019-01-19,5,33,27.6666666666667,3.84615384615385,"male",3,"Public/1"
"1202",75190,2019-01-26,5,26.5,28.5,5,"male",3,"Public/0"
"1206",90214,2019-02-01,5,23.5,30.8333333333333,3.84615384615385,"male",3,"Private/1"
"1212",84779,2019-01-30,5,29,31,4.61538461538461,"male",3,"Public/2"
"1224",53844,2019-01-19,5,28,39.3333333333333,4.61538461538461,"male",4,"Public/1"
"1248",84283,2019-01-30,5,23.5,31.3333333333333,6.15384615384615,"male",4,"Private/1"
"1249",31011,2019-01-11,5,35,24.5,8.07692307692308,"male",4,"Public/1"
"1253",22936,2019-01-08,5,34,39.5,5,"male",3,"Public/1"
"1262",61684,2019-01-22,5,28.5,33.1666666666667,5.76923076923077,"male",4,"Public/1"
"1273",53676,2019-01-19,5,32,36.3333333333333,7.69230769230769,"male",4,"Public/3"
"1278",99956,2019-01-19,5,29.5,31,8.84615384615385,"male",4,"Public/1"
"1284",28417,2019-01-10,5,34.5,25.6666666666667,5.76923076923077,"male",4,"Public/2"
"1285",17555,2019-01-07,5,32.5,37.3333333333333,4.61538461538461,"male",3,"Public/0"
"1293",23541,2019-01-09,5,29,36.6666666666667,3.84615384615385,"male",4,"Public/1"
"1306",20411,2019-01-08,5,28,32.8333333333333,3.46153846153846,"male",3,"Public/1"
"1316",74830,2019-01-26,5,27.5,26,8.07692307692308,"male",4,"Public/1"
"1319",82319,2019-01-29,5,33.5,33.8333333333333,6.53846153846154,"male",3,"Public/2"
"1323",91860,2019-02-01,5,31.5,28.6666666666667,6.92307692307692,"male",3,"Public/0"
"1330",31487,2019-01-11,5,34,27.8333333333333,2.30769230769231,"male",3,"Public/1"
"1335",9240,2019-01-04,5,30,40,5.76923076923077,"male",3,"Public/2"
"1375",28257,2019-01-10,5,34,34.5,6.53846153846154,"male",4,"Public/0"
"1376",42165,2019-01-15,5,28.5,35.5,2.69230769230769,"male",4,"Public/1"
"1378",7465,2019-01-03,5,35,35.1666666666667,3.84615384615385,"male",3,"Public/1"
"1381",54016,2019-01-19,5,32.5,36.5,3.46153846153846,"male",4,"Public/0"
"1397",19262,2019-01-07,5,34,34.6666666666667,5.76923076923077,"male",3,"Public/1"
"1406",6821,2019-01-03,5,22,23.8333333333333,6.15384615384615,"male",3,"Private/1"
"1430",11583,2019-01-04,5,28,35.1666666666667,4.23076923076923,"male",4,"Public/2"
"1432",66468,2019-01-23,5,32.5,27.8333333333333,6.15384615384615,"male",4,"Public/1"
"1455",41476,2019-01-15,5,32.5,34.6666666666667,6.15384615384615,"male",4,"Public/1"
"1460",64512,2019-01-23,5,34.5,28.3333333333333,7.69230769230769,"male",3,"Public/2"
"1463",18915,2019-01-07,5,33.5,32.1666666666667,9.23076923076923,"male",4,"Public/1"
"1468",88076,2019-01-31,5,29,34.3333333333333,5.76923076923077,"male",3,"Public/0"
"1472",66163,2019-01-23,5,32,24,4.23076923076923,"male",4,"Public/0"
"1473",63602,2019-01-22,5,29,30.5,6.92307692307692,"male",3,"Public/2"
"1487",13930,2019-01-05,5,12.5,34.1666666666667,6.92307692307692,"male",3,"Private/1"
"1493",52899,2019-01-19,5,33,35.5,5,"male",3,"Public/1"
"1507",55453,2019-01-20,5,34.5,39,3.46153846153846,"male",3,"Public/0"
"1514",73600,2019-01-26,5,27,28.1666666666667,3.07692307692308,"male",4,"Public/1"
"1515",53697,2019-01-19,5,32,37.1666666666667,5,"male",3,"Public/0"
"1517",9161,2019-01-04,5,32.5,33.8333333333333,4.61538461538461,"male",3,"Public/1"
"1523",9080,2019-01-04,5,34,38.6666666666667,8.46153846153846,"male",3,"Public/2"
"1526",24287,2019-01-09,5,32.5,29,7.30769230769231,"male",3,"Public/2"
"1528",42125,2019-01-15,5,35,30.5,5.38461538461539,"male",3,"Public/2"
"1533",67971,2019-01-24,5,31,33.1666666666667,6.92307692307692,"male",3,"Public/1"
"1545",1787,2019-01-01,5,33,34.5,3.84615384615385,"male",4,"Public/0"
"1556",68781,2019-01-24,5,33.5,32,10.7692307692308,"male",3,"Public/0"
"1560",92001,2019-02-01,5,35,32.5,4.61538461538461,"male",3,"Public/1"
"1562",75432,2019-01-27,5,34.5,25,3.84615384615385,"male",4,"Public/0"
"1566",48916,2019-01-17,5,32.5,26.6666666666667,7.30769230769231,"male",3,"Public/1"
"1569",55798,2019-01-20,5,24,29,9.61538461538461,"male",3,"Private/1"
"1574",21182,2019-01-08,5,32,36.1666666666667,10.3846153846154,"male",4,"Public/0"
"1577",29181,2019-01-11,5,34.5,29.1666666666667,6.15384615384615,"male",3,"Public/1"
"1580",27478,2019-01-10,5,34.5,44.8333333333333,3.84615384615385,"male",3,"Public/2"
"1584",57570,2019-01-20,5,32,27,2.69230769230769,"male",4,"Public/1"
"1587",84106,2019-01-30,5,29,38.3333333333333,6.92307692307692,"male",4,"Public/0"
"1592",47150,2019-01-17,5,33.5,27,5,"male",3,"Public/1"
"1605",96937,2019-02-03,5,35,38.6666666666667,6.53846153846154,"male",3,"Public/0"
"1615",14853,2019-01-06,5,30.5,43.1666666666667,3.46153846153846,"male",4,"Public/0"
"1617",70172,2019-01-25,5,28,29.1666666666667,5.76923076923077,"male",3,"Public/2"
"1623",22199,2019-01-08,5,31.5,26.6666666666667,4.61538461538461,"male",4,"Public/0"
"1625",63960,2019-01-23,5,30.5,43.8333333333333,8.46153846153846,"male",4,"Public/0"
"1630",86904,2019-01-31,5,30.5,35,11.5384615384615,"male",3,"Public/2"
"1633",6880,2019-01-03,5,20.5,25.1666666666667,7.30769230769231,"male",3,"Private/1"
"1642",7748,2019-01-03,5,28,26,5.38461538461539,"male",4,"Public/0"
"1643",2027,2019-01-01,5,35,33.1666666666667,4.61538461538461,"male",4,"Public/0"
"1665",62851,2019-01-22,5,19,25.3333333333333,5.38461538461539,"male",3,"Private/1"
"1684",64427,2019-01-23,5,27.5,30.1666666666667,7.30769230769231,"male",4,"Public/0"
"1693",74340,2019-01-26,5,30.5,34,6.53846153846154,"male",3,"Public/0"
"1698",1753,2019-01-01,5,30,32.8333333333333,5.76923076923077,"male",4,"Public/1"
"1703",48691,2019-01-17,5,34,38.1666666666667,4.23076923076923,"male",4,"Public/1"
"1721",81739,2019-01-29,5,32.5,34.6666666666667,5.38461538461539,"male",4,"Public/1"
"1723",2866,2019-01-01,5,34,35,3.07692307692308,"male",4,"Public/0"
"1730",71015,2019-01-25,5,33.5,26.8333333333333,5.38461538461539,"male",4,"Public/0"
"1736",36900,2019-01-13,5,34,51.3333333333333,6.53846153846154,"male",4,"Public/2"
"1755",59003,2019-01-21,5,35,32.6666666666667,3.46153846153846,"male",4,"Public/0"
"1760",24692,2019-01-09,5,34,39,3.07692307692308,"male",4,"Public/0"
"1763",82104,2019-01-29,5,32.5,30.1666666666667,6.53846153846154,"male",4,"Public/0"
"1789",89458,2019-01-31,5,29,30,8.46153846153846,"male",4,"Public/1"
"1809",90262,2019-02-01,5,35,22.3333333333333,8.07692307692308,"male",3,"Public/3"
"1813",91941,2019-02-01,5,34.5,42.8333333333333,7.30769230769231,"male",3,"Public/0"
"1817",30516,2019-01-11,5,29,37.8333333333333,6.53846153846154,"male",4,"Public/1"
"1822",59800,2019-01-21,5,30.5,32.1666666666667,6.53846153846154,"male",4,"Public/0"
"1834",87460,2019-01-31,5,31,39.5,2.69230769230769,"male",3,"Public/2"
"1835",50943,2019-01-18,5,29,33.1666666666667,8.07692307692308,"male",3,"Public/0"
"1841",56322,2019-01-20,5,24.5,38.8333333333333,4.61538461538461,"male",4,"Private/1"
"1854",52247,2019-01-19,5,33,30.5,5.38461538461539,"male",3,"Public/0"
"1857",9968,2019-01-04,5,33.5,39.1666666666667,7.69230769230769,"male",3,"Public/1"
"1861",76230,2019-01-27,5,29.5,32.8333333333333,2.69230769230769,"male",3,"Public/1"
"1863",56197,2019-01-20,5,31.5,37.3333333333333,5.38461538461539,"male",4,"Public/1"
"1869",15220,2019-01-06,5,33.5,28.1666666666667,9.61538461538461,"male",3,"Public/2"
"1874",25941,2019-01-09,5,32,39.1666666666667,4.61538461538461,"male",3,"Public/0"
"1882",17442,2019-01-07,5,26.5,38,7.30769230769231,"male",3,"Public/2"
"1883",2004,2019-01-01,5,34.5,36.1666666666667,3.07692307692308,"male",4,"Public/0"
"1885",22537,2019-01-08,5,30,31.8333333333333,2.30769230769231,"male",4,"Public/0"
"1891",41501,2019-01-15,5,28.5,34.8333333333333,2.69230769230769,"male",4,"Public/2"
"1896",71996,2019-01-25,5,27,33.8333333333333,6.15384615384615,"male",4,"Public/1"
"1913",57599,2019-01-20,5,27.5,34.6666666666667,4.23076923076923,"male",4,"Public/0"
"1928",67665,2019-01-24,5,25.5,34.6666666666667,5,"male",3,"Public/0"
"1930",76364,2019-01-27,5,33,29.3333333333333,4.23076923076923,"male",3,"Public/1"
"1937",12883,2019-01-05,5,30,30.3333333333333,5.38461538461539,"male",4,"Public/0"
"1942",62849,2019-01-22,5,31,32.1666666666667,5.38461538461539,"male",4,"Public/1"
"1943",89979,2019-02-01,5,25,32.3333333333333,3.84615384615385,"male",4,"Private/1"
"1964",6107,2019-01-03,5,34,33.5,8.46153846153846,"male",4,"Public/1"
"1967",59787,2019-01-21,5,32.5,32.5,7.30769230769231,"male",3,"Public/3"
"1977",18305,2019-01-07,5,29,28.3333333333333,6.53846153846154,"male",4,"Public/0"
"1979",18339,2019-01-07,5,33,29.8333333333333,5.38461538461539,"male",4,"Public/1"
"1980",99073,2019-01-06,5,31.5,37.6666666666667,6.15384615384615,"male",3,"Public/1"
"1987",92095,2019-02-01,5,33.5,43.1666666666667,1.92307692307692,"male",4,"Public/1"
"1990",17939,2019-01-07,5,30.5,30.5,5,"male",4,"Public/2"
"1994",45830,2019-01-16,5,23.5,36.1666666666667,7.30769230769231,"male",4,"Private/0"
"1996",29053,2019-01-11,5,31,36.3333333333333,3.07692307692308,"male",3,"Public/1"
"2013",6262,2019-01-03,5,32,30.1666666666667,7.69230769230769,"male",4,"Public/2"
"2019",33123,2019-01-12,5,35,29.8333333333333,6.92307692307692,"male",4,"Public/1"
"2022",8573,2019-01-03,5,32,34.3333333333333,5,"male",3,"Public/2"
"2026",36467,2019-01-13,5,30.5,29.3333333333333,6.15384615384615,"male",4,"Public/2"
"2034",59963,2019-01-21,5,33.5,39.8333333333333,4.61538461538461,"male",4,"Public/0"
"2043",28446,2019-01-10,5,30.5,30.5,3.84615384615385,"male",4,"Public/2"
"2045",82277,2019-01-29,5,32.5,34.5,6.92307692307692,"male",3,"Public/1"
"2047",7231,2019-01-03,5,32.5,34.3333333333333,6.92307692307692,"male",3,"Public/1"
"2055",74276,2019-01-26,5,34.5,29.3333333333333,3.07692307692308,"male",4,"Public/0"
"2069",83695,2019-01-30,5,27.5,22.3333333333333,6.53846153846154,"male",4,"Public/1"
"2075",59771,2019-01-21,5,34,25.1666666666667,5,"male",4,"Public/1"
"2086",18463,2019-01-07,5,19.5,26.6666666666667,5.76923076923077,"male",4,"Private/1"
"2091",37089,2019-01-13,5,31,29.5,5,"male",4,"Public/0"
"2093",60557,2019-01-22,5,33,40.6666666666667,5.76923076923077,"male",3,"Public/0"
"2109",82524,2019-01-29,5,31.5,36.6666666666667,0.769230769230769,"male",3,"Public/2"
"2114",81137,2019-01-29,5,29,38.1666666666667,7.69230769230769,"male",4,"Public/0"
"2118",89661,2019-02-01,5,31.5,35.8333333333333,0.769230769230769,"male",3,"Public/1"
"2120",68612,2019-01-24,5,29,44.5,6.53846153846154,"male",4,"Public/2"
"2130",31621,2019-01-11,5,19.5,38.1666666666667,5.38461538461539,"male",4,"Private/1"
"2132",71621,2019-01-25,5,33,32.8333333333333,2.30769230769231,"male",3,"Public/2"
"2134",60078,2019-01-21,5,30,38.3333333333333,5,"male",3,"Public/1"
"2141",38737,2019-01-14,5,34.5,32.5,5.38461538461539,"male",4,"Public/1"
"2161",96340,2019-02-03,5,33,42.1666666666667,2.69230769230769,"male",3,"Public/0"
"2166",63755,2019-01-23,5,32.5,32.3333333333333,4.61538461538461,"male",3,"Public/1"
"2177",57023,2019-01-20,5,25.5,37.8333333333333,1.92307692307692,"male",4,"Public/0"
"2182",29741,2019-01-11,5,34.5,31.8333333333333,6.53846153846154,"male",4,"Public/2"
"2183",26130,2019-01-10,5,35,37.5,8.84615384615385,"male",4,"Public/2"
"2195",66387,2019-01-24,5,31,37.1666666666667,3.84615384615385,"male",4,"Public/1"
"2212",20824,2019-01-08,5,30,43.5,6.15384615384615,"male",4,"Public/1"
"2223",70502,2019-01-25,5,24,32.3333333333333,5,"male",4,"Private/1"
"2231",26157,2019-01-10,5,21.5,34.1666666666667,3.46153846153846,"male",4,"Private/1"
"2240",5985,2019-01-03,5,29.5,27.8333333333333,5.76923076923077,"male",4,"Public/1"
"2250",70126,2019-01-25,5,35,35.1666666666667,9.23076923076923,"male",3,"Public/0"
"2252",44297,2019-01-16,5,21.5,33.8333333333333,7.30769230769231,"male",3,"Private/0"
"2268",88884,2019-01-31,5,29.5,35.1666666666667,4.61538461538461,"male",3,"Public/3"
"2281",35581,2019-01-13,5,33,29.6666666666667,5.38461538461539,"male",3,"Public/3"
"2289",68119,2019-01-24,5,34.5,33.8333333333333,3.07692307692308,"male",4,"Public/0"
"2297",63606,2019-01-23,5,33.5,36.3333333333333,3.84615384615385,"male",4,"Public/2"
"2302",37505,2019-01-14,5,34.5,26.1666666666667,3.84615384615385,"male",3,"Public/1"
"2305",5834,2019-01-03,5,31.5,42,5,"male",3,"Public/1"
"2310",30040,2019-01-11,5,28.5,32.5,8.84615384615385,"male",4,"Public/1"
"2322",73659,2019-01-26,5,33.5,37.6666666666667,8.07692307692308,"male",3,"Public/2"
"2323",11995,2019-01-05,5,28,31.3333333333333,6.53846153846154,"male",4,"Public/2"
"2333",64746,2019-01-23,5,29,40.5,4.23076923076923,"male",4,"Public/1"
"2336",50024,2019-01-18,5,32.5,38.5,5.38461538461539,"male",3,"Public/0"
"2348",96613,2019-02-03,5,25.5,40,1.92307692307692,"male",4,"Public/2"
"2349",48949,2019-01-18,5,32,37.8333333333333,5.76923076923077,"male",4,"Public/2"
"2350",41572,2019-01-15,5,34.5,19.6666666666667,4.23076923076923,"male",3,"Public/1"
"2352",39037,2019-01-14,5,28,25,8.84615384615385,"male",4,"Public/2"
"2355",5099,2019-01-02,5,31.5,35.6666666666667,5.76923076923077,"male",4,"Public/0"
"2366",70962,2019-01-25,5,32.5,29.8333333333333,9.23076923076923,"male",3,"Public/0"
"2369",62441,2019-01-22,5,35,37.8333333333333,1.53846153846154,"male",3,"Public/2"
"2404",31100,2019-01-11,5,35,36.6666666666667,3.46153846153846,"male",4,"Public/0"
"2408",85667,2019-01-30,5,27,37,10,"male",3,"Public/2"
"2409",92443,2019-02-02,5,33,27.6666666666667,6.92307692307692,"male",4,"Public/1"
"2411",30550,2019-01-11,5,34,37.1666666666667,8.07692307692308,"male",3,"Public/1"
"2412",14041,2019-01-05,5,34,23.8333333333333,5.38461538461539,"male",3,"Public/0"
"2417",15021,2019-01-06,5,35,42,5.76923076923077,"male",4,"Public/0"
"2422",97112,2019-02-03,5,31,37.8333333333333,6.92307692307692,"male",3,"Public/2"
"2431",57576,2019-01-21,5,34,33.6666666666667,2.69230769230769,"male",3,"Public/0"
"2437",72616,2019-01-26,5,33.5,34,8.07692307692308,"male",4,"Public/1"
"2446",64081,2019-01-23,5,31,32.8333333333333,7.69230769230769,"male",3,"Public/1"
"2452",42900,2019-01-15,5,34.5,39.3333333333333,6.53846153846154,"male",4,"Public/2"
"2458",60120,2019-01-21,5,33,33.3333333333333,2.30769230769231,"male",4,"Public/0"
"2463",53267,2019-01-19,5,26.5,36.6666666666667,6.53846153846154,"male",4,"Public/1"
"2471",82102,2019-01-29,5,33,36,7.69230769230769,"male",3,"Public/0"
"4",32923,2019-01-12,6,33,31.2,5.07692307692308,"male",4,"Public/2"
"6",40163,2019-01-14,6,33,41.8,6,"male",4,"Public/1"
"21",9936,2019-01-04,6,40.2,36.6,6.92307692307692,"male",4,"Public/1"
"29",22784,2019-01-08,6,33,47.8,2.30769230769231,"male",3,"Public/2"
"52",84708,2019-01-29,6,28.8,41,8.30769230769231,"male",3,"Public/0"
"61",43932,2019-01-15,6,36.6,33.2,6,"male",3,"Public/0"
"70",61521,2019-01-21,6,25.8,43.4,7.84615384615385,"male",4,"Public/1"
"76",39675,2019-01-14,6,39.6,38.4,8.76923076923077,"male",3,"Public/1"
"77",43063,2019-01-15,6,40.2,36.8,5.07692307692308,"male",3,"Public/0"
"94",95874,2019-02-02,6,42,40,4.61538461538461,"male",3,"Public/1"
"109",95376,2019-02-02,6,39,43,8.76923076923077,"male",3,"Public/0"
"135",44464,2019-01-16,6,40.2,50.8,8.30769230769231,"male",3,"Public/2"
"150",50907,2019-01-18,6,37.2,51.2,4.15384615384615,"male",3,"Public/1"
"162",21764,2019-01-08,6,35.4,40.6,6,"male",4,"Public/0"
"165",35345,2019-01-13,6,40.2,33.6,2.30769230769231,"male",3,"Public/1"
"176",23107,2019-01-08,6,40.8,33,6,"male",3,"Public/0"
"180",9739,2019-01-04,6,32.4,41.6,5.53846153846154,"male",3,"Public/0"
"183",28384,2019-01-10,6,38.4,32.2,9.69230769230769,"male",3,"Public/0"
"185",91911,2019-02-01,6,34.8,39.6,7.38461538461539,"male",4,"Public/1"
"194",44269,2019-01-16,6,37.8,36.6,6.92307692307692,"male",4,"Public/2"
"225",42334,2019-01-15,6,30.6,44.2,10.1538461538462,"male",3,"Public/1"
"243",6941,2019-01-03,6,31.8,45.6,6.46153846153846,"male",4,"Public/1"
"252",10408,2019-01-04,6,39,35.8,9.69230769230769,"male",3,"Public/1"
"260",47989,2019-01-17,6,35.4,33.6,11.0769230769231,"male",4,"Public/1"
"283",1556,2019-01-01,6,36,36.2,5.53846153846154,"male",4,"Public/2"
"300",69978,2019-01-24,6,41.4,42,6.92307692307692,"male",4,"Public/1"
"359",60704,2019-01-21,6,40.2,31.8,6,"male",3,"Public/0"
"373",71185,2019-01-25,6,33.6,42.8,5.07692307692308,"male",3,"Public/1"
"378",46697,2019-01-16,6,37.8,58.2,6,"male",4,"Public/2"
"393",75846,2019-01-26,6,34.8,46.4,5.07692307692308,"male",3,"Public/1"
"404",85496,2019-01-30,6,36.6,43,6,"male",3,"Public/1"
"428",89092,2019-01-31,6,37.2,47.4,6.46153846153846,"male",3,"Public/1"
"430",72973,2019-01-25,6,41.4,41.4,6.46153846153846,"male",4,"Public/0"
"440",12136,2019-01-05,6,39,40.2,8.76923076923077,"male",4,"Public/0"
"477",83888,2019-01-29,6,40.8,46.8,5.07692307692308,"male",4,"Public/0"
"489",95909,2019-02-02,6,41.4,48,0.461538461538462,"male",3,"Public/2"
"511",49969,2019-01-18,6,37.2,41,12.9230769230769,"male",4,"Public/1"
"526",59151,2019-01-21,6,39.6,26.8,5.07692307692308,"male",3,"Public/1"
"551",33005,2019-01-12,6,31.8,35.6,7.84615384615385,"male",4,"Public/0"
"554",95460,2019-02-02,6,41.4,40.4,8.30769230769231,"male",4,"Public/1"
"565",26616,2019-01-10,6,40.8,48,5.53846153846154,"male",4,"Public/1"
"602",73354,2019-01-26,6,36.6,38.6,6,"male",3,"Public/1"
"641",18650,2019-01-07,6,33.6,34.2,8.30769230769231,"male",3,"Public/1"
"643",34198,2019-01-12,6,30.6,34.4,6.92307692307692,"male",4,"Public/3"
"648",81083,2019-01-28,6,34.2,42.2,3.23076923076923,"male",3,"Public/1"
"660",68584,2019-01-24,6,29.4,45.8,5.07692307692308,"male",3,"Public/1"
"667",59586,2019-01-21,6,31.8,46.6,10.1538461538462,"male",4,"Public/0"
"690",62010,2019-01-22,6,21,42.8,9.23076923076923,"male",4,"Private/1"
"701",26066,2019-01-09,6,42,24.4,6.46153846153846,"male",3,"Public/2"
"702",91733,2019-02-01,6,35.4,43.4,5.53846153846154,"male",4,"Public/1"
"723",78720,2019-01-27,6,42,35,10.1538461538462,"male",3,"Public/0"
"752",84022,2019-01-29,6,40.8,43.2,5.53846153846154,"male",3,"Public/1"
"763",25045,2019-01-09,6,40.8,41,6.46153846153846,"male",4,"Public/0"
"769",51774,2019-01-18,6,38.4,28.6,6.46153846153846,"male",3,"Public/0"
"781",1035,2019-01-01,6,36.6,42.4,11.5384615384615,"male",3,"Public/2"
"785",85334,2019-01-30,6,34.8,41,6,"male",3,"Public/3"
"801",53110,2019-01-19,6,40.2,47.6,4.61538461538461,"male",3,"Public/2"
"817",71285,2019-01-25,6,39.6,31.2,10.1538461538462,"male",4,"Public/2"
"818",94205,2019-02-02,6,38.4,40.8,6,"male",3,"Public/0"
"825",29140,2019-01-10,6,37.2,35,6.92307692307692,"male",4,"Public/0"
"832",22416,2019-01-08,6,39,37.6,4.61538461538461,"male",3,"Public/1"
"838",44989,2019-01-16,6,27.6,32.2,4.61538461538461,"male",4,"Public/2"
"841",36422,2019-01-13,6,40.8,37.6,6,"male",3,"Public/0"
"884",14366,2019-01-05,6,27,38.6,8.30769230769231,"male",4,"Public/1"
"920",39669,2019-01-14,6,37.8,45,8.30769230769231,"male",3,"Public/3"
"925",8673,2019-01-03,6,40.2,35.6,4.61538461538461,"male",4,"Public/0"
"932",39628,2019-01-14,6,40.8,41,9.69230769230769,"male",4,"Public/1"
"937",19235,2019-01-07,6,33,36.4,6.46153846153846,"male",3,"Public/2"
"939",77654,2019-01-27,6,36,38,11.5384615384615,"male",4,"Public/1"
"942",45940,2019-01-16,6,31.8,27.8,6,"male",3,"Public/1"
"949",51258,2019-01-18,6,39,39,6.46153846153846,"male",4,"Public/1"
"954",76258,2019-01-27,6,36.6,36.6,3.69230769230769,"male",3,"Public/1"
"957",51530,2019-01-18,6,34.2,41.4,10.1538461538462,"male",3,"Public/0"
"968",55159,2019-01-19,6,33,48,6,"male",4,"Public/2"
"1016",37224,2019-01-13,6,41.4,44,5.07692307692308,"male",3,"Public/2"
"1017",33993,2019-01-12,6,32.4,41,10.1538461538462,"male",3,"Public/0"
"1039",9261,2019-01-04,6,38.4,40.4,7.84615384615385,"male",3,"Public/1"
